Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 09/19  02:00:00,160.099161113,32.5541549595,61.1944162468,0.0,12.7620426787,28.1191506574,111.575413541,27.7587544179,3.33212,80.4845391235
 09/19  03:00:00,156.693950529,31.7471397588,58.6087306917,0.0,12.7620426787,28.1191506574,127.091443727,43.2660278418,3.33212,80.4932958851
 09/19  04:00:00,166.374071991,33.3611701602,59.4953598421,0.0,12.7620426787,28.1191506574,151.227339786,39.6766816244,3.33212,108.218538162
 09/19  05:00:00,201.176551944,31.7471397588,68.2186650783,0.0,25.5240853573,30.610668775,231.526040007,35.9485882089,8.3303,187.247151798
 09/19  06:00:00,335.619784839,34.9752005617,101.557835786,0.0,51.0481707146,78.1489452969,368.01382093,31.7597383236,16.6606,319.593482607
 09/19  07:00:00,411.753017589,35.7891477655,133.468413872,0.0,64.3609230253,109.708623606,470.335308447,25.053709749,24.9909,420.290698698
 09/19  08:00:00,370.189041596,35.8034519975,136.356618621,0.0,51.0481707146,80.7689615957,374.062903515,8.42818116656,33.3212,332.313522348
 09/19  09:00:00,348.55121327,36.3731383336,141.634787965,0.0,51.0481707146,71.0224615957,314.466936341,0.473491029714,66.8089,247.184545311
 09/19  10:00:00,302.659353302,36.4643267072,144.445162096,0.0,32.1804615127,65.7244621605,280.917658459,0.508628716921,83.4695,196.939529742
 09/19  11:00:00,302.276579081,36.5314866586,142.721683252,0.0,32.1804615127,65.7244621605,235.76737334,0.369040688173,83.4695,151.928832651
 09/19  12:00:00,301.668193462,36.5917215201,143.314754596,0.0,32.1804615127,65.7244621605,230.532243313,0.111865831459,83.4695,146.950877482
 09/19  13:00:00,290.466351114,36.6166516851,141.557719979,0.0,32.1804615127,55.9779621605,217.154076765,0.0298166719924,75.1392,141.985060093
 09/19  14:00:00,289.997867855,36.6827036953,140.989969491,0.0,32.1804615127,55.9779621605,209.711515385,0.0206442284425,66.8089,142.881971157
 09/19  15:00:00,291.425805149,36.6690147166,142.538599645,0.0,32.1804615127,55.9779621605,221.009131836,0.196774573691,75.1392,145.673157262
 09/19  16:00:00,321.40144737,36.4497264391,143.628464226,0.0,32.1804615127,60.9114621605,200.235876281,0.00538013650836,91.7998,108.430696144
 09/19  17:00:00,355.590829049,35.9179280811,143.471539253,0.0,32.1804615127,77.5397301883,213.568171654,1.29277870628,49.9818,162.293592947
 09/19  18:00:00,407.436589227,35.9670737851,140.111418352,0.0,77.122965704,86.2600435998,345.469182096,2.074425366,49.9818,293.41295673
 09/19  19:00:00,424.38350579,35.9575573659,141.919055607,0.0,102.647051061,80.1663183927,259.289291887,2.40384007494,33.3212,223.564251812
 09/19  20:00:00,456.525870932,35.9471258886,140.702163578,0.0,115.40909374,92.7192997104,251.725424382,2.6692219208,33.3212,215.735002461
 09/19  21:00:00,432.16182658,36.0162177745,140.091841044,0.0,102.647051061,94.1340635361,348.001550593,2.93486427142,24.9909,320.075786322
 09/19  22:00:00,367.06565218,36.0754636111,141.585311887,0.0,77.122965704,65.871452062,258.566900453,3.8412539058,16.6606,238.065046547
 09/19  23:00:00,301.145283411,36.0220593234,144.029623573,0.0,38.286128036,48.4199368926,150.600641456,5.59068001054,8.3303,136.679661446
